fid,3D_Easting,3D_Northing,fid_2,theme,2D_Easting,2D_Northing,Distance_Easting,Distance_Northing,Distance
773,330129.415584434,118851.881693613,1274126,Roads Tracks And Paths,330131.29,118853.54,-1.87441556603881,-1.65830638741318,2.50268131985355
774,335262.137322789,123369.662512513,226780,Roads Tracks And Paths,335261.89,123369.83,0.247322788811289,-0.167487487036851,0.298698209200043
775,348014.431726346,114047.539689331,472822,Roads Tracks And Paths,348011.45,114047.85,2.98172634636285,-0.310310668923194,2.99783000115782
776,330050.831088756,119243.310458538,1314194,Roads Tracks And Paths,330052.9,119241.97,-2.06891124439426,1.34045853759744,2.46520239092024
777,344221.766859844,109587.453352363,2113866,Roads Tracks And Paths,344221.12,109585.52,0.646859843516722,1.93335236258281,2.03869541988474
778,338198.457485274,124748.077282787,191869,Roads Tracks And Paths,338199.92,124748.17,-1.46251472592121,-0.0927172128722304,1.46545071739011
779,335254.225176322,123385.072366545,147236,Roads Tracks And Paths,335253.9,123387.32,0.325176321552135,-2.24763345471001,2.27103407874691
780,346884.508766032,107122.51574009,2292818,Roads Tracks And Paths,346883.7,107126,0.808766031695995,-3.48425991021213,3.57689385024727
781,346060.061882876,107666.553033055,2315933,Roads Tracks And Paths,346058.87,107668.37,1.19188287609722,-1.8169669448107,2.17300567621636
782,335269.723688525,123376.88112118,162224,Roads Tracks And Paths,335270,123377.52,-0.276311474968679,-0.638878820216632,0.696070526685884
783,347141.093510039,101545.162075272,2137027,Roads Tracks And Paths,347142.47,101547.22,-1.37648996076314,-2.05792472767644,2.47583900867238
784,339679.186586092,109976.564325856,2019430,Roads Tracks And Paths,339679.14,109976.45,0.0465860924450681,0.114325855756761,0.12345308948672
785,327415.837282645,118557.546376582,1486412,Roads Tracks And Paths,327415.5,118558.16,0.337282645225059,-0.613623417564668,0.700209455344439
786,346619.641482488,101688.81851506,2259907,Roads Tracks And Paths,346622.83,101690.44,-3.18851751188049,-1.62148493996938,3.5771297619902
787,344203.657459978,109556.703534453,2113678,Buildings,344201.4,109557.7,2.25745997816557,-0.99646554676292,2.46760392666749
788,335087.021062536,123299.850573469,146769,Roads Tracks And Paths,335086.78,123299.7,0.241062535962556,0.150573469334631,0.284224411182723
789,336690.485091506,124162.579160321,277167,Roads Tracks And Paths,336692.06,124163.74,-1.57490849378519,-1.16083967940358,1.95649828138809
792,347595.352662555,114071.28451578,470084,Roads Tracks And Paths,347597.95,114072.76,-2.59733744477853,-1.47548421971442,2.98717516806011
794,339945.510700246,104811.838454963,2326862,Roads Tracks And Paths,339945.82,104811.75,-0.30929975444451,0.0884549626789521,0.321699578056871
795,339885.840147205,109548.680028339,2083299,Roads Tracks And Paths,339886.22,109549.107,-0.379852795158513,-0.426971661203424,0.571483110389578
796,327705.107195512,107024.971436002,1402443,Roads Tracks And Paths,327710.01,107025.79,-4.90280448761769,-0.818563998429454,4.97066784882363
797,346076.553529915,107931.838481915,2429632,Roads Tracks And Paths,346076.63,107933.57,-0.0764700854197145,-1.7315180854057,1.73320586026332
799,344325.026317257,109293.53216824,2203831,Roads Tracks And Paths,344325.4,109293.9,-0.373682743520476,-0.367831760231638,0.524346256437571
800,347613.411229979,114250.475720603,472029,Roads Tracks And Paths,347614.2,114249.6,-0.78877002117224,0.875720603304217,1.17857741423784
801,328623.235145082,108521.690286463,1368892,Roads Tracks And Paths,328621.58,108524.63,1.65514508186607,-2.9397135374893,3.3736361576974
803,330044.849501646,119241.620349055,1314370,Roads Tracks And Paths,330046.47,119237.99,-1.62049835419748,3.63034905465611,3.97560676810462
804,344219.989287703,109594.62401193,2195737,Roads Tracks And Paths,344221.01,109595.68,-1.02071229700232,-1.05598806991475,1.46866074947689
805,335231.409622406,123364.482017608,226734,Roads Tracks And Paths,335229.2,123362.53,2.20962240622612,1.95201760806958,2.94835613864916
806,339346.011774601,109968.359474785,2019581,Roads Tracks And Paths,339343.98,109969.01,2.0317746012588,-0.650525214514346,2.13337551430575
807,346065.970708062,107665.690561221,2139657,Roads Tracks And Paths,346068.22,107664.46,-2.24929193803109,1.23056122138223,2.56390232693474
808,336672.159320866,124150.659969423,277191,Roads Tracks And Paths,336673.23,124151.06,-1.07067913399078,-0.400030577118741,1.14296905933328
810,347137.315225239,101564.744827462,2255105,Roads Tracks And Paths,347137.26,101563.54,0.0552252384950407,1.20482746207563,1.20609246757387
811,346091.362010407,107914.680838906,2318651,Roads Tracks And Paths,346092.3,107916.1,-0.937989593250677,-1.41916109409067,1.70112982691716
812,339662.895262599,109977.744774049,2083002,Roads Tracks And Paths,339663.53,109977.98,-0.634737401269376,-0.235225951400935,0.676921573583437
813,327389.566204576,118558.264719903,1433322,Roads Tracks And Paths,327390.574,118559.458,-1.0077954242588,-1.1932800970244,1.56191197162693
814,347416.478739605,114078.135160534,472004,Roads Tracks And Paths,347419.79,114076.03,-3.3112603945774,2.10516053420724,3.92379233337859
815,346619.343322853,101682.689296144,2137410,Roads Tracks And Paths,346618.49,101683.97,0.853322852926794,-1.28070385605679,1.5389484261163
816,344185.171678657,109571.281729368,2114696,Roads Tracks And Paths,344186.474,109573.285,-1.30232134339167,-2.0032706320635,2.38937943967499
817,335103.46955793,123309.972716947,147193,Roads Tracks And Paths,335103.27,123311,0.199557930114679,-1.02728305320488,1.0464864255563
818,339437.570835006,109976.247781143,2019417,Roads Tracks And Paths,339438.25,109977.26,-0.679164994391613,-1.01221885690757,1.21895533301521
819,344335.671287314,109281.496971132,2203929,Roads Tracks And Paths,344337.07,109284.18,-1.39871268597199,-2.68302886781748,3.02572984310248
820,347596.478212798,114069.179865429,472910,Roads Tracks And Paths,347596.11,114066.15,0.368212798435707,3.02986542938743,3.05215746401278
821,328333.97400767,104987.719341808,1481385,Roads Tracks And Paths,328335.33,104991.44,-1.35599233023822,-3.72065819241107,3.96005209364984
822,344240.637997644,109540.093432031,2115003,Roads Tracks And Paths,344241.3,109540.31,-0.662002355733421,-0.216567968862364,0.696526240807745
824,331484.184906452,105317.974927563,1893696,Roads Tracks And Paths,331487.53,105317.6,-3.34509354812326,0.374927563068923,3.36603944172445
825,336801.86302856,103500.860875494,2056335,Roads Tracks And Paths,336806.63,103500.48,-4.76697144028731,0.380875494462089,4.78216298915005
826,333357.523515616,100028.405581354,2091533,Roads Tracks And Paths,333356.91,100027.18,0.613515616103541,1.22558135370491,1.37056596548728
827,336797.533646314,103499.89908446,2056184,Roads Tracks And Paths,336797.78,103498.23,-0.246353686146904,1.66908446037269,1.68716717444827
828,332373.537573412,100299.615726272,1603078,Roads Tracks And Paths,332374.196,100300.616,-0.658426588226575,-1.00027372811746,1.1975279133472
829,331508.349384544,105433.135166916,1891686,Roads Tracks And Paths,331507.79,105437.4,0.559384544321802,-4.26483308381285,4.30136167988821
830,332564.357516669,100188.042024074,1603128,Roads Tracks And Paths,332566.55,100188.94,-2.19248333049472,-0.89797592558898,2.3692496528299
831,333730.711164163,105537.320816405,1808490,Roads Tracks And Paths,333730.37,105538.14,0.341164163255598,-0.819183595318464,0.88738647112111
833,333709.73648758,105530.761689334,1704579,Roads Tracks And Paths,333709.31,105530.01,0.426487579825334,0.751689334094408,0.864250259321087
834,334161.62588131,105790.571278097,1729001,Roads Tracks And Paths,334161.93,105791.15,-0.304118689673487,-0.578721903468249,0.653763886248417
835,331511.12061213,105432.304751476,1893281,Roads Tracks And Paths,331514.53,105434.02,-3.40938787034247,-1.71524852381845,3.81654335084769
836,332566.602489317,100191.75214331,1603043,Roads Tracks And Paths,332568.222,100191.675,-1.61951068270719,0.0771433097979752,1.62134695289111
837,333705.023800812,105519.413732517,1704564,Roads Tracks And Paths,333705.71,105520.01,-0.686199188057799,-0.596267482629628,0.909067784344301
838,331486.976248636,105317.737006455,1893696,Roads Tracks And Paths,331487.53,105317.6,-0.553751364117488,0.137006455130177,0.570448369275709
839,333359.525150169,100030.532056797,1775937,Roads Tracks And Paths,333356.62,100031.06,2.90515016863355,-0.527943203196628,2.95273119807968
840,332371.179063756,100295.979796908,1603091,Roads Tracks And Paths,332372.955,100297.558,-1.77593624411384,-1.57820309208182,2.37585238241221
841,333717.568818062,105538.940829611,1633463,Roads Tracks And Paths,333718.88,105540.48,-1.31118193798466,-1.53917038948566,2.0219405437269
842,334158.664859147,105795.644329241,1729637,Roads Tracks And Paths,334159.03,105796.25,-0.365140852809418,-0.605670759279747,0.707223381285499
843,343365.475994275,120968.726215056,394169,Roads Tracks And Paths,343365.96,120969.4,-0.484005725476891,-0.67378494393779,0.829606950894013
844,348908.792709497,106243.242844413,2366173,Roads Tracks And Paths,348909.81,106244.87,-1.01729050313588,-1.627155586757,1.91898808523789
847,345476.21627668,104970.781629031,2142011,Roads Tracks And Paths,345476.3,104970.9,-0.0837233201018535,-0.118370969226817,0.144987174207146
848,332786.40713092,108781.749032415,1945611,Roads Tracks And Paths,332785.64,108783.66,0.767130920197815,-1.91096758510685,2.05919570707901
849,345622.542307,104205.240649168,2301795,Roads Tracks And Paths,345625.2,104206.1,-2.65769300033571,-0.859350832091877,2.79317309464531
850,331830.469403418,108946.095281088,1927404,Roads Tracks And Paths,331831.34,108947,-0.870596581720747,-0.904718912410317,1.25556947978866
851,343367.260299363,120986.114971094,402120,Roads Tracks And Paths,343368.348,120990.538,-1.08770063711563,-4.42302890639985,4.55480816092516
852,349819.505596779,107067.27453921,2340899,Roads Tracks And Paths,349821.45,107070.03,-1.94440322148148,-2.75546078992193,3.37242762005424
853,345397.330801354,104291.126975878,2301742,Roads Tracks And Paths,345397.48,104292.51,-0.149198645493016,-1.38302412196936,1.39104851021309
854,338727.364359174,112956.289309003,987721,Roads Tracks And Paths,338725.86,112959.03,1.50435917364666,-2.74069099730696,3.12641706527684
855,332680.591216848,108732.436437305,1911639,Buildings,332680.88,108730.91,-0.288783151947428,1.52643730471027,1.55351425936805
856,345441.89746223,104913.061444228,2171277,Roads Tracks And Paths,345441.45,104914.63,0.447462230047677,-1.5685557720135,1.63113140403712
857,332836.011733457,108743.478130983,1897370,Roads Tracks And Paths,332837.86,108743.4,-1.84826654329663,0.0781309834856074,1.84991720507976
858,337061.18153854,113467.104976872,1138062,Roads Tracks And Paths,337056.96,113465.08,4.22153853951022,2.02497687183495,4.68208489585959
859,331848.266367398,108936.340789153,1915858,Roads Tracks And Paths,331849.1,108937.74,-0.833632601541467,-1.39921084670641,1.62872167907647
860,343352.162085946,120956.289903519,393019,Roads Tracks And Paths,343351.47,120955.72,0.692085946211591,0.569903518626234,0.896533868566133
862,348973.487519794,106187.570386654,2382254,Roads Tracks And Paths,348975.3,106186.6,-1.81248020561179,0.970386653556488,2.0559024181938
863,343370.39929802,120952.96811673,393569,Roads Tracks And Paths,343371.86,120955.2,-1.46070198039524,-2.23188326977834,2.66738696207487
864,345406.366327737,104300.331572051,2301272,Roads Tracks And Paths,345407.7,104300.4,-1.33367226307746,-0.0684279491833877,1.33542655714629
865,345483.406428514,104965.563579002,2171427,Roads Tracks And Paths,345483.4,104966.5,0.00642851437442005,-0.936420998419635,0.936443063981088
866,332819.290738883,108812.390122871,1852282,Roads Tracks And Paths,332818.55,108811.9,0.740738882683218,0.490122871502535,0.88820860246266
869,345415.467332033,104924.804995454,2141908,Roads Tracks And Paths,345414.12,104925.73,1.34733203344513,-0.925004545759293,1.634300161544
870,332822.358334744,108744.760597719,1851994,Roads Tracks And Paths,332821.688,108744.12,0.670334744208958,0.640597719262587,0.927207693679317
871,331844.473913999,108932.079580746,1915885,Roads Tracks And Paths,331844.58,108932.97,-0.106086000800133,-0.890419253701111,0.896716614615459
872,339330.491155618,112338.229184863,986459,Roads Tracks And Paths,339330.04,112339.7,0.451155617891345,-1.47081513663579,1.53845330046508
874,331830.319704334,108927.391771354,1927269,Roads Tracks And Paths,331830.88,108927.81,-0.560295666335151,-0.418228645954514,0.699175538767552
875,343370.923442131,120937.700516003,392845,Roads Tracks And Paths,343370.49,120938.15,0.433442131266929,-0.449483997217612,0.624426092433637
877,348972.756874941,106193.516416633,2348854,Roads Tracks And Paths,348970.06,106195.73,2.69687494123355,-2.21358336713456,3.48899495154525
878,345408.707120008,104306.385812793,2459194,Roads Tracks And Paths,345408.2,104308.3,0.507120008405764,-1.91418720698857,1.98022305973953
879,332827.927853777,108812.972055899,1896821,Roads Tracks And Paths,332830.66,108812.25,-2.73214622290106,0.722055898891995,2.82594899183217
880,338158.216389388,113547.098739045,1171499,Roads Tracks And Paths,338157.302,113546.872,0.914389388228301,0.226739044563146,0.942082028081385
881,345431.673701734,104887.213231816,2205450,Roads Tracks And Paths,345430.7,104885.8,0.973701733921189,1.41323181560438,1.71619323832649
882,332857.789223664,108779.594689813,1896841,Roads Tracks And Paths,332857.86,108781.26,-0.0707763362443075,-1.66531018675596,1.66681351922923
883,343351.960044917,120943.1256573,371324,Roads Tracks And Paths,343351.39,120942.45,0.57004491717089,0.675657300263993,0.884004522042955
884,348903.229766164,106241.172374123,2382240,Roads Tracks And Paths,348902.99,106241.67,0.239766163867898,-0.497625877193059,0.552376073873669
886,345425.019472118,104929.896428095,2171292,Roads Tracks And Paths,345427.35,104930.97,-2.33052788162604,-1.07357190459152,2.56591442596292
887,332774.812811217,108763.787750292,1851979,Roads Tracks And Paths,332773.91,108764.56,0.902811216888949,-0.772249708214076,1.18803943755131
888,339324.837571737,112333.677862386,975356,Roads Tracks And Paths,339324.713,112332.741,0.124571737193037,0.936862386370194,0.945108061918078
890,345487.514689997,104270.009337238,2459155,Roads Tracks And Paths,345489.6,104269.1,-2.08531000319635,0.90933723791386,2.27495319109814
891,331823.345181219,108927.060991068,1927274,Roads Tracks And Paths,331823.39,108928.44,-0.0448187814909033,-1.37900893218466,1.37973706126182
892,343372.393221062,120981.418230611,394173,Roads Tracks And Paths,343373.1,120981.5,-0.706778938125353,-0.0817693893332034,0.711493289082565
894,345377.6002731,104288.248737548,2205420,Roads Tracks And Paths,345376.5,104289.92,1.10027309984434,-1.67126245218969,2.00092955356759
895,338159.528575998,113552.909918449,1061833,Roads Tracks And Paths,338159.86,113556.61,-0.331424002361018,-3.70008155053074,3.71489506580185
896,332679.490947812,108737.544892333,1852363,Roads Tracks And Paths,332679.92,108738.44,-0.429052187537309,-0.895107667165576,0.992624559160788
897,345439.825353655,104886.285711773,2141929,Roads Tracks And Paths,345438.7,104882,1.12535365484655,4.28571177332196,4.43099833586822
898,332856.942955657,108770.800450245,1897471,Roads Tracks And Paths,332858.15,108771.8,-1.20704434340587,-0.999549754676991,1.56718083162823
899,337058.658245953,113470.327710564,1062251,Roads Tracks And Paths,337061.43,113474.46,-2.77175404684385,-4.13228943631111,4.97578501159804
